Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	432	122302	122368	67						265.86	141.34	289.21	10.06			0.32656	0.56739	0.29903	0.94783
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	272	122368	122751	383			0.29903	0.94783	3.40654										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	433	122751	122785	33							75.97	115.33				0.29903	0.94783		
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	434	122884	122934	50							104.72	228.34						0.21075	0.54249
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	273	122934	123001	67			0.21075	0.54249	3.55342										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	435	123001	123018	17						316.44	35.06	35.06	1.44			0.21075	0.54249	0.22511	0.55615
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	274	123018	123284	266			0.22511	0.55615	3.58287										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	436	123284	123351	67						300.32	176.51	467.82	12.13			0.22511	0.55615	0.43131	0.9087
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	275	123351	123684	333			0.43131	0.9087	3.47077										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	437	123684	123734	50						203.06	97.64	201.79	6.71			0.43131	0.9087	0.32268	0.95494
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	276	123734	123917	183			0.32268	0.95494	3.34977										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	438	123917	123934	17							30.11	30.11				0.32268	0.95494		
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	439	124150	124184	33							33.66	33.66						0.43847	0.57261
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	277	124184	124300	117			0.43847	0.57261	3.35793										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	440	124300	124367	67						255.62	201.41	376.46	13.03			0.43847	0.57261	0.31216	1.06533
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	278	124367	124617	250			0.31216	1.06533	3.46237										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	441	124617	124683	67							194.58	288.22				0.31216	1.06533		
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	442	124733	124750	17							31.08	31.08						0.09672	1.42111
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	279	124750	124933	183			0.09672	1.42111	3.59216										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	443	124933	124983	50						72.04	230	560.95	11.74			0.09672	1.42111	0.23555	0.99274
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	280	124983	125166	183			0.23555	0.99274	3.7107										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	444	125166	125216	50						111.5	191.67	394.04	9.74			0.23555	0.99274	0.10464	0.66044
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	281	125216	125466	250			0.10464	0.66044	3.41912										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	445	125466	125516	50						68.15	42.85	52.16	2.13			0.10464	0.66044	0.13642	0.58117
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	282	125516	125649	133			0.13642	0.58117	3.39552										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	446	125649	125699	50							249.83	461.39				0.13642	0.58117		
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	447	125749	125782	33							115.56	115.56						0.44826	0.93259
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Partial	283	125782	125982	200			0.44826	0.93259	3.53443										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Partial	284	126199	126332	133			0.00748	0.6533	3.6784										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	448	126332	126349	17							620.6	620.6				0.00748	0.6533		
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Partial	449	127097	127113	17							58.97	58.97							
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Partial	285	127213	127346	133			0.43668	0.49417	3.63412										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	450	127346	127396	50						196.17	230.33	524.25	11.34			0.43668	0.49417	0.15354	0.57625
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Partial	286	127396	127929	533			0.15354	0.57625	3.3492										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Partial	287	127963	128296	333			0.43186	0.50627	3.48727										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	451	128296	128346	50						3.26	68.52	89.93	4.14			0.43186	0.50627	0.51191	0.50171
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	288	128346	128579	233			0.51191	0.50171	3.43746										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	452	128579	128612	33						191.04	177.85	303.24	6.31			0.51191	0.50171	0.36683	0.53001
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	289	128612	129012	400			0.36683	0.53001	3.16206										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	453	129012	129045	33						348.78	42.48	51.29	1.43			0.36683	0.53001	0.40702	0.53798
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Fixation	Whole	290	129045	129262	217			0.40702	0.53798	3.09121										
Recording3	Participant3	Timeline1	Entire Recording	1	Text (3)	Saccade	Whole	454	129262	129312	50						5.6	55.78	72.6	3.02			0.40702	0.53798	0.47805	0.53102
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	291	129312	129761	450			0.47805	0.53102	3.16544										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	455	129761	129811	50						180.49	144.8	176.9	7.44			0.47805	0.53102	0.30582	0.53248
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	292	129811	129961	150			0.30582	0.53248	3.1777										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	456	129961	130011	50						95.91	91.23	150.11	4.84			0.30582	0.53248	0.28496	0.33091
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	293	130011	130228	217			0.28496	0.33091	3.18032										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	457	130228	130244	17						183.5	312.86	312.86	5.52			0.28496	0.33091	0.1557	0.33882
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	294	130244	131194	949			0.1557	0.33882	3.3571										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	458	131194	131277	83						356.33	232.44	400.85	19.8			0.1557	0.33882	0.6254	0.36899
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	295	131277	131610	333			0.6254	0.36899	3.64332										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	459	131610	131643	33						286.87	47.86	51.15	1.81			0.6254	0.36899	0.64583	0.43633
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	296	131643	131793	150			0.64583	0.43633	3.60927										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	460	131793	131810	17						207.88	39.64	39.64	1.18			0.64583	0.43633	0.61831	0.45089
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	297	131810	132026	217			0.61831	0.45089	3.56297										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	461	132026	132093	67						11.63	137.78	230.24	9.74			0.61831	0.45089	0.85219	0.40276
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	298	132093	132243	150			0.85219	0.40276	3.46388										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	462	132243	132326	83						179.9	201.93	484.91	16.47			0.85219	0.40276	0.45698	0.40205
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	299	132326	132493	167			0.45698	0.40205	3.44219										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	463	132493	132543	50						192.61	349.68	713.05	17.17			0.45698	0.40205	0.05985	0.49091
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	300	132543	132809	266			0.05985	0.49091	3.43916										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	464	132809	132842	33						157.2	38.96	40.71	1.45			0.05985	0.49091	0.02388	0.47579
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	301	132842	132959	117			0.02388	0.47579	3.37708										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	465	132959	132992	33						21.53	126.5	128.13	4.69			0.02388	0.47579	0.13527	0.43184
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	302	132992	133126	133			0.13527	0.43184	3.30976										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	466	133126	133225	100						357.76	208.55	582.1	21.14			0.13527	0.43184	0.62411	0.45093
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	303	133225	133475	250			0.62411	0.45093	3.44654										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	467	133475	133492	17						94.57	59.98	59.98	1.8			0.62411	0.45093	0.61777	0.37151
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	304	133492	133609	117			0.61777	0.37151	3.50211										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	468	133609	133675	67						179.28	262.45	494.2	17.89			0.61777	0.37151	0.19723	0.36625
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	305	133675	133942	266			0.19723	0.36625	3.44494										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	469	133942	133975	33						236.95	79.37	111.16	3.37			0.19723	0.36625	0.13685	0.45904
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	306	133975	134208	233			0.13685	0.45904	3.50687										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	470	134208	134241	33						223.02	69.95	107.48	3.12			0.13685	0.45904	0.07245	0.51913
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	307	134241	134408	167			0.07245	0.51913	3.47121										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	471	134408	134491	83						6.62	256.56	481.71	22.56			0.07245	0.51913	0.5997	0.45792
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	308	134491	135374	883			0.5997	0.45792	3.43479										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	472	135374	135407	33						233.26	52.87	74.98	1.74			0.5997	0.45792	0.56629	0.50268
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	309	135407	135707	300			0.56629	0.50268	3.49251										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	473	135707	135740	33						46.69	55.86	60.29	2.14			0.56629	0.50268	0.60874	0.45766
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	310	135740	136073	333			0.60874	0.45766	3.52217										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	474	136073	136173	100							205.02	642.78				0.60874	0.45766		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	475	136190	136207	17							38.27	38.27						0.15147	0.43961
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	311	136207	136457	250			0.15147	0.43961	3.45385										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	476	136457	136490	33						226.87	97.52	104.5	3.24			0.15147	0.43961	0.0831	0.51258
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	312	136490	136773	283			0.0831	0.51258	3.42162										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	477	136773	136856	83						2.71	261.86	587.4	22.09			0.0831	0.51258	0.59429	0.48839
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	313	136856	137189	333			0.59429	0.48839	3.47845										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	478	137189	137206	17						56.27	30.01	30.01	0.99			0.59429	0.48839	0.6126	0.46097
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	314	137206	138022	816			0.6126	0.46097	3.43541										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	479	138022	138122	100						187.61	190.32	335.75	18.77			0.6126	0.46097	0.17938	0.51882
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	315	138122	138305	183			0.17938	0.51882	3.27627										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	480	138305	138355	50						179.21	86.57	157.09	4.32			0.17938	0.51882	0.08913	0.51757
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	316	138355	138505	150			0.08913	0.51757	3.22743										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	481	138505	138605	100						359.65	225.73	480.3	22.57			0.08913	0.51757	0.59619	0.5207
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	317	138605	138871	266			0.59619	0.5207	3.3808										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	482	138871	138905	33						80.29	43.37	56.28	1.66			0.59619	0.5207	0.60738	0.45533
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	318	138905	139221	316			0.60738	0.45533	3.34041										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	483	139221	139271	50						190.27	97.95	169.71	5.24			0.60738	0.45533	0.48725	0.4771
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	319	139271	139488	217			0.48725	0.4771	3.42471										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	484	139488	139538	50						181.46	371.82	715.98	19.1			0.48725	0.4771	0.04112	0.4885
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	320	139538	139871	333			0.04112	0.4885	3.42879										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	485	139871	139904	33						302.85	45.25	54.45	2.09			0.04112	0.4885	0.08	0.5487
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	321	139904	140254	350			0.08	0.5487	3.39378										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	486	140254	140320	67						1.16	331.04	656.04	22.34			0.08	0.5487	0.59288	0.53835
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	322	140320	140554	233			0.59288	0.53835	3.38738										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	487	140554	140570	17						17.2	35.42	35.42	1.34			0.59288	0.53835	0.63004	0.52685
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	323	140570	140987	416			0.63004	0.52685	3.34145										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	488	140987	141070	83						179.25	260.49	523.62	21			0.63004	0.52685	0.14872	0.52055
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	324	141070	141336	266			0.14872	0.52055	3.32662										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	489	141336	141353	17						72.06	31.22	31.22	1.28			0.14872	0.52055	0.16326	0.47564
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	325	141353	141886	533			0.16326	0.47564	3.49519										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	490	141886	141969	83						356.36	235.84	325.16	20.25			0.16326	0.47564	0.62744	0.50514
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	326	141969	142386	416			0.62744	0.50514	3.74406										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	491	142386	142452	67						9.02	88.67	167.26	6.17			0.62744	0.50514	0.7737	0.48191
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	327	142452	142586	133			0.7737	0.48191	3.69615										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	492	142586	142602	17						24.54	31.43	31.43	1.02			0.7737	0.48191	0.79884	0.47044
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	328	142602	142969	366			0.79884	0.47044	3.74765										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	493	142969	143002	33						189.84	170.12	206.96	6.4			0.79884	0.47044	0.64742	0.49669
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	329	143002	143152	150			0.64742	0.49669	3.73912										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	494	143152	143185	33							163.16	187.77				0.64742	0.49669		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	495	143268	143335	67							74.19	113.7						0.16349	0.46551
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	330	143335	143418	83			0.16349	0.46551	3.62044										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	496	143418	143435	17							39.1	39.1				0.16349	0.46551		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	497	143452	143468	17							35.06	35.06							
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	498	143518	143568	50							163.33	211.26						0.36143	0.48424
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	331	143568	143885	316			0.36143	0.48424	3.75476										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	499	143885	143968	83						355.34	222.29	416.92	18.38			0.36143	0.48424	0.79608	0.51968
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	332	143968	144251	283			0.79608	0.51968	3.81184										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	500	144251	144284	33						110.1	37.69	42.87	1.7			0.79608	0.51968	0.77679	0.46696
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	333	144284	144534	250			0.77679	0.46696	3.76463										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	501	144534	144567	33						215.82	166.46	196.91	6.28			0.77679	0.46696	0.64414	0.5627
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	334	144567	145084	516			0.64414	0.5627	3.76941										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	502	145084	145134	50						2.83	60.21	67.07	3.47			0.64414	0.5627	0.72656	0.55863
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	335	145134	145267	133			0.72656	0.55863	3.89189										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	503	145267	145334	67						172.08	263.25	450.37	17.45			0.72656	0.55863	0.32232	0.50242
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	336	145334	145550	217			0.32232	0.50242	3.88374										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	504	145550	145600	50						28.55	64.26	82.19	3.96			0.32232	0.50242	0.4055	0.45716
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	337	145600	145900	300			0.4055	0.45716	3.55793										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	505	145900	145966	67						353.33	281.46	403.2	18.84			0.4055	0.45716	0.84778	0.50886
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	338	145966	146133	167			0.84778	0.50886	3.45979										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	506	146133	146166	33						11.42	44.77	56.93	2.13			0.84778	0.50886	0.90895	0.4965
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	339	146166	146833	666			0.90895	0.4965	3.54553										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	507	146833	146916	83						172.8	255.32	525.28	20.96			0.90895	0.4965	0.41201	0.43371
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	340	146916	147582	666			0.41201	0.43371	3.56063										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	508	147582	147615	33						292.8	31.77	32.02	1.5			0.41201	0.43371	0.432	0.48126
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	341	147615	147848	233			0.432	0.48126	3.5301										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	509	147848	147915	67						351.65	295.05	610.92	19.79			0.432	0.48126	0.90745	0.55108
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	342	147915	148715	799			0.90745	0.55108	3.70619										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	510	148715	148798	83						169.7	250.84	449.62	21.2			0.90745	0.55108	0.41102	0.46084
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	343	148798	149014	217			0.41102	0.46084	3.65745										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	511	149014	149031	17						297.23	42.86	42.86	1.43			0.41102	0.46084	0.43134	0.50032
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	344	149031	149198	167			0.43134	0.50032	3.63372										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	512	149198	149297	100						343.99	191.53	554.37	19.22			0.43134	0.50032	0.87948	0.62891
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	345	149297	149497	200			0.87948	0.62891	3.74888										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	513	149497	149531	33						307.77	32.71	34.02	1.55			0.87948	0.62891	0.9106	0.66906
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	346	149531	149930	400			0.9106	0.66906	3.67191										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	514	149930	150014	83						171.29	295.78	542.08	24.45			0.9106	0.66906	0.33411	0.5807
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	347	150014	150263	250			0.33411	0.5807	3.37847										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	515	150263	150313	50						335.74	68.42	112.29	3.66			0.33411	0.5807	0.41283	0.61618
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	348	150313	150430	117			0.41283	0.61618	3.28591										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	516	150430	150480	50						163.24	119.86	195.25	5.95			0.41283	0.61618	0.27622	0.57504
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	349	150480	150863	383			0.27622	0.57504	3.19907										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	517	150863	150946	83						352.8	226.64	342.72	19.48			0.27622	0.57504	0.71973	0.63105
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	350	150946	151213	266			0.71973	0.63105	3.28342										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	518	151213	151229	17						60.91	62.37	62.37	1.93			0.71973	0.63105	0.75173	0.57352
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	351	151229	151396	167			0.75173	0.57352	3.32641										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	519	151396	151446	50						189.04	166.02	217.86	8.81			0.75173	0.57352	0.54609	0.60622
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	352	151446	151812	366			0.54609	0.60622	3.36854										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	520	151812	151862	50						187.08	308.66	554.4	15.49			0.54609	0.60622	0.18975	0.65048
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	353	151862	152329	466			0.18975	0.65048	3.3106										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	521	152329	152412	83						0.26	229.42	536.47	19.26			0.18975	0.65048	0.62475	0.64847
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	354	152412	152712	300			0.62475	0.64847	3.41102										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	522	152712	152745	33						230.99	56.32	75.23	1.97			0.62475	0.64847	0.58908	0.69251
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	355	152745	152961	217			0.58908	0.69251	3.46297										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	523	152961	152995	33						79.34	53.69	70.47	2.06			0.58908	0.69251	0.60393	0.6136
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	356	152995	153278	283			0.60393	0.6136	3.51188										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	524	153278	153295	17						86.01	61.8	61.8	1.65			0.60393	0.6136	0.60856	0.54717
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	357	153295	153444	150			0.60856	0.54717	3.50576										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	525	153444	153528	83						191.33	224.24	661.76	18.13			0.60856	0.54717	0.19379	0.6303
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	358	153528	153761	233			0.19379	0.6303	3.67351										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	526	153761	153794	33						246.11	75.82	107.89	2.39			0.19379	0.6303	0.16131	0.70364
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	359	153794	153927	133			0.16131	0.70364	3.68501										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	527	153927	154011	83						0.63	250.47	593.7	20.9			0.16131	0.70364	0.63583	0.69847
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	360	154011	154244	233			0.63583	0.69847	3.61315										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	528	154244	154261	17							49.93	49.93				0.63583	0.69847		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	529	154294	154327	33							64.92	82.01						0.65868	0.62471
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	361	154327	154727	400			0.65868	0.62471	3.35749										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	530	154727	154794	67						188.27	219.9	436.32	14.83			0.65868	0.62471	0.32674	0.67296
